text,age_label
"""Live together, die alone."" [SEP] I want to talk to Jesus. [SEP] I am Princess Dagmalin Greyjoy, Master of Coin. What's your #GameOfThrones name?  vía [SEP] ""You can be addicted to a certain kind of sadness..."" [SEP] I'm in hate with you.",18-24
"Indeed, bebo café a todas horas <3. [SEP] Oh my my, Scarlett...  #Lucy [SEP] Story of my life. [SEP] Lesbian ways, mmhmmm [SEP] Veo referencias al #420 hasta en Lost in Translation.......",18-24
"hell-oh¡ [SEP] This Skeleton Dances Like No Other. [SEP] ""My name is Dagmara and I do things."" [SEP] ""Do I wanna know?"" tocado por Chvrches es super dulce <3 [SEP] ""Color my life with the chaos of trouble""",18-24
"A horrible person with great intentions. [SEP] Dallas Bollers Club. [SEP] BISEXUAL Y TODOS CONTENTOS. [SEP] Do you want to go to the plage with me? #Lastres [SEP] ""I'm not totally useless, I can be used as a bad example.""",18-24
"Jacob & Edward against Bella wowowow [SEP] Words aren't needed for that o/ [SEP] Pelis no tantas, series como Lost o Broad City sí, a tope 8) [SEP] Me ha enamorado mucho Mark Ruffalo en My Life Without Me... [SEP] Promoting my friend Alo:",18-24
"Interactive #webdoc about Les Catacombes de Paris [SEP] A trabajar, tú! Yo me voy a recoger fungus funghi o/ [SEP] A night at the opera ~ [SEP] A las 21:45 The Dark Knight Rises en Telemadrid. [SEP] ""6 Actors Who Thought They Had Made a Totally Different Movie""",18-24
"Ya ves. Horny -100, Grima +225. [SEP] ""The cave you fear to enter holds the treasure you seek."" – Joseph Campbell [SEP] American Horror STORY, NO History. [SEP] ok, then I love it :) [SEP] ""How am I gonna be an optimist about this?""",18-24
"yes plssss [SEP] ""Ethics are a ridiculous game played by children who think they can impose order on an arbitrary universe."" [SEP] I worship redheads. [SEP] *shares ""I just had sex"" in fb* hehe [SEP] ""This is the way the world ends, not with a bang but a whimper.""",18-24
"ohhhh <3 <3 [SEP] What I want, I can't take because it's the kind of thing  that has to be given. [SEP] Ea: [SEP] I'm tired of losing opportunities just because people are afraid of talking. [SEP] FMK? No bitch, I'm all KKK!",18-24
"""How can you still be alive?? You're making me feel bad... Stop it!"" [SEP] Slippery when wet. [SEP] Women owe you nothing. [SEP] Sex, culture, violence, melody and silence. [SEP] Where is Jessica Hyde?",18-24
"TripAdvisor is my new best friend....... [SEP] ""If you're gonna call me 'cute' you have to specify whether you mean 'cute like a baby animal' or 'cute enough to bang mercilessly'"" [SEP] (I want it to rain) [SEP] ""This is Ripley, last survivor of the Nostromo... signing off."" — [SEP] ""I'm not really jealous, don't like lookin' like a clown!""",18-24
"Guilt is natural, and I owe you nothing. [SEP] Dag being a proud selfish prick when having a crush. [SEP] and still it doesn't rain [SEP] I don't know what I want, but I know that I want it now. [SEP] I'm multilingual, you know? I can speak english, spanish, polish and the universal language of oral sex.",18-24
"bahaha! unfortunately i'm not a tshirt person [SEP] Mercy reunion at Olive Garden #traditions :) [SEP] After 3 months of beating my head against a wall over this persuasion, I've finally had my ""aha!"" moment!! #progress! #improvement! [SEP] i still can't wait for those Italian meatballs you're suppose to make! [SEP] That's us....",25-34
"I lost half of my day, but I least I found this when I woke up :) [SEP] Watching ""Bring It On"" has given me so much inspiration for the upcoming ""used to be cool"" party #butterflyclips #middrifts #platformshoes [SEP] Hour-long bubble bath= best decision of 2012 [SEP] someone told me that i took your drink and spilled it everywhere. did that..... happen? [SEP] ahhhhaha oh good! i'm glad i was just sloppy and not agressive :)",25-34
"Thinking of [SEP] When I called to ask about the geriatric unit at an Oklahoma prison, the prison guard responded, ""Oh, the G-Unit?"" #gangstagrandpas [SEP] it says ""betch""!! [SEP] I get to see my toddlers today!!! My heart might EXPLODE with happiness :) :) #missedthemsomuch :) [SEP] I hate you Lo!",25-34
"One of my tots yelled ""I got a Woody!!!!"" all day. Then I found out from his mom that he got Woody & Buzz toys for Christmas #thankgoodness [SEP] what a day [SEP] I have such an intense urge to watch the Disney movie version of ""George of the Jungle""!!!!!!!!!! [SEP] For fitness day, I made my tots run lines, do sit-ups, and race through an obstacle course in which the obstacles were babies. #daycarelife [SEP] I cannot stop giggling over how freaking stupid last night was #gigglefit #gigglefit #seriouslycantstopgiggling #everythingwasstupid",25-34
You should've come up. It was like real-life Jerry Springer #entertainmentatitsfinest [SEP] what the heck I WAS JUST THERE and i didn't see you! [SEP] golly gosh! i was on the indoor track :( [SEP] Watching my favorite movie. I love this scene :) :) [SEP] My new love of Gossip Girl has lead to an unhealthy obsession with Blake Lively #fashionicon.,25-34
"My persuade is currently 7 pages long without a conclusion or fully developed 2nd cause. #oops #timetocut [SEP] Well this is adorable :) [SEP] I have a class at 8am tomorrow too! What are we still doing up? #needonemoreweek [SEP] Obligatory #firstdayofschool picture!! [SEP] Tank top in January. Really, TEAC259 professor? #rackcity",25-34
"Extemp is calling your name!!!! :) [SEP] ""Oh that's ahhh 'Chinese waterboarding'"" #lube #scooters [SEP] omg please come over to do impressions with me!! :D #gigglepotential [SEP] Josh you already said ""goodnight"" to twitter. you can't tweet after that [SEP] Just explained the activity of forensics to Anthony. It took roughly over an hour. #holyshitihavethingstodotoday",25-34
"I'm really glad I'm learning from a science textbook that still calls Pluto a planet. #hatethisclasssomuch [SEP] you guys should really be taking this class with me [SEP] it's not part of our solar system, it's just a dwarf planet [SEP] and I are going to #rackcity it up soon because #rackcity (does that clarify what #rackcity means?) [SEP] Omg! There's a nun in my lecture! #whyarentyoupraying",25-34
My Teddy Bears had their Christmas program tonight!! :) :) #ilooovvvemyjob :) :) [SEP] Dinner with my AOII baby and granbaby :) [SEP] Drinkin for the the two [SEP] This weekend was amazingly successful #concordia #woonight :) :) Off to celebrate with my mom and sister for lunch :) [SEP] I CAN'T FUCKING BAKE. #biscuitcookies,25-34
That promise ring didn't have real diamonds in it.... #fakeringfakerelationship [SEP] I'm going to start saving my babysitting money to buy a new ipod #twelveyearoldfinancing [SEP] including all of your NSYNC and B Spears but sans your T Swift [SEP] I missed you too!!!! I wanted to go soooo badly!! Great job on your semis!! :( [SEP] I'm also crossing my fingers for the LOTR Soundtrack.  ipod= music you don't want to admit you have,25-34
"Finally home and I'm never leaving again [SEP] THANK GOD  helping  prepare for his date tonight. He couldn't Google ""good first date jokes"" on his own [SEP] Headed to fat camp! Hooray! [SEP] My 21st birthday party will be Disney princess-themed #startplanning :) [SEP] Curling up in my yoga pants and pink fuzzy slippers, about to dream about Temple Run #longestweekendofmylife",25-34
"The one day I decide to go to Spanish, we read a story about a hooker. Hooray good timing! [SEP] when can we watch Notes on a Scandal?!! [SEP] Just slept for 10 hours and I feel like I've been hit by a bus #wannalayinbedallday #soooocomfy [SEP] OMG girl in CEHS advising office sounds EXACTLY like Marcel the Shell!!!!! #freakingout #mycarisabug #icansmellhisface #comparedtowhat [SEP] Notes on a Scandal. Oh. My. God.",25-34
"I thought you were my FRIEND!! [SEP] film. I def want to read the book now though!! [SEP] Awww thanks Niv!! I miss you! :) [SEP] Spunky Old Broad's Month party? #somanyoptions [SEP] CoCo via email: ""f-it! we would just take off feb 20th and go to Florida!"" I love it when my mom sounds more irrational than me.",25-34
"Keep live-tweeting  team! It makes me feel less left out :) #missyouguysalready [SEP] For our eventual Rainbow Party [SEP] I BAKED COOKIES AND THEY TURNED OUT OK!!!! #winning #redemption [SEP] Never invited to Phi Delt again but at least  and Erin still love me and so do the McDonald's boys #mcbites #lovinit #dumbshit [SEP] ""Shut up you snaggle-toothed bitch."" -Erin's first words of the morning #OnlyWhenErinComesToTown",25-34
"Reminding me why I picked my info topic and keeping me smiling while I write it :) [SEP] I can't believe how this insanely busy weekend actually turned out to be kind of perfect and exactly what I needed :) [SEP] This personal narrative is making me doubt that I even possess the potential to be a kindergarten teacher #stressedout #consumingmylife [SEP] For anyone who didn't know, today is ""Everyone Dress Like They Have No One to Impress Day"" here at UNL. #sweatseverywhere [SEP] ""Why am I being funny? I'm boring."" -",25-34
Two of my favorite things combined: WILL FERRELL and SPANISH  #imustseethismovie [SEP] There just isn't enough time in the world [SEP] Where in the world is  ? #rock city [SEP] I failed again! #stillcantbake [SEP] ahahahaha! They're cookies but they might as well be chicken :(,25-34
"""Give them to....... The birds!"" -my mom about mine and 's biscuitcookies [SEP] Let's get some Rumchata & hotcoco & watch Gossip Girl so you can warm up and feel better! And hang out with me bc I miss you :) [SEP] YOU ARE THE BEST! :D [SEP] This class requires thinking? What? #tiredbrain :( [SEP] Classy sisters #panda twins",25-34
"Oh I love that song!! :) [SEP] Hhahaha OK thank you! I figured you'd tell me if he was a creeper :) [SEP] Feels SO GOOD to be back :) #missedtheseguys #mahbabies :) [SEP] ""Love lifts us up where we belong! :) [SEP] of course!! Word of caution, I can't sing!",25-34
"is freaking hilarious [SEP] Working at Express tonight #thisisthewost #pleasevisitme [SEP] Let it be known that I beat  in wwf [SEP] I'm still thinking about the poetry program whose thread piece was entitled ""Kitties"". #highschoolforensics [SEP] ""My college advisor was a lesbian. Her name was B.J.... Ironically."" -Erin O'Gara",25-34
Exact repeat of me on Halloween!! [SEP] GTLS (Gym Tan Laundry Speech) day. [SEP] Oh that SWAG #gigglefit [SEP] it sure was! How's astronaut training going? :) [SEP] Racking my brain for better impromptu examples. #yakillinmejonesy,25-34
"does Heroes of the Storm count? [SEP] #E3 + following some game people = one bajillion tweets per second. [SEP] bringing new meaning to the term ""board member"" [SEP] Because wool things are more volumetric, and flat/spiky things like leaves/teeth (and road) look better as felt. [SEP] Cause you're uninformed? Sudan, Uganda, Cambodia. (genocides) Yang Xinhai, Ramadan Mansour, Luis Garavito. (mass murderers)",25-34
"Doesn't matter much. Plenty of them support it. Current 'alpha males' didn't start patriarchy either. [SEP] It's not about the money. It's about promising 1 video a month and only delivering 4 vids in 2 years. [SEP] No, PC Advisor. Inkjet printers do NOT fall under the category of color laser printers... [SEP] And no, . Anything that has a sticker saying ""Xerox"" is not an HP Officejet. Nor is the 8100 a laser printer. [SEP] I'm really saddened that you have macro photos of tablet screens, test photos on phones, but no sample scans for printers.",25-34
"He has a tiny point but misses the parts where reviews drive purchases, and where letsplays are transformative in nature. [SEP] I really quite like it that Red Bull will just up and fund stuff like Danny MacAskill's Imaginate:  via [SEP] Availability of old/obscure/quirky/bad games is not a bad thing. The prominence and promotion of those games is. [SEP] It sucks when your phone suddenly won't read a simcard any more. It sucks even more when your PC breaks while looking for a solution. =( [SEP] Hurray for Dutch sportsball, huh?",25-34
"I was on  and noticed all the 3d models work just fine on my Nexus 7. *thumbs up* for crossplatform functionality! [SEP] The current  bundle is worth it just for  's fantastic Pineapple Smash Crew. [SEP] Today, fear soaked fabric as over 50 victims suffered a gruesome fate. My wardrobe shrunk from 100cm to only 57cm. (1/3) [SEP] Among the casualties are 6 tops, 18 tees, 10 longsleeves, 8 dress shirts, 5 pants, 6 shorts and a suit. (2/3) [SEP] Just saw fireworks in the #netherlands , wondering if it's for #fifaworldcup #BRAvsCOL or some U.S. expats celebrating #IndependenceDay",25-34
"Man, what a waste of a tweet, talking about responses you don't like... You could have spent it on making a ""WTF is?"" video ;) [SEP] But today is not that day!! [SEP] because its spelled ""Götze"" and 'oe' is the internationally accepted spelling when you don't have access to diacritics. [SEP] is this in response to the recent gamasutra article / FTC quote? [SEP] Bought a new PC with Windows 8.1 hoping it wouldn't be so bad now with the updates. After a day I'm on the verge of a mental breakdown... =(",25-34
"Seriously. Who had the idea to replace the standard calculator by a full screen app? I don't need 1920x1200 to multiply some numbers. [SEP] Instead you want these. Chocolate/marzipan/sugarsprinkles. Don't know the English name. [SEP] Yeah I've been looking into similar things, like the stuff from . Not sure what I end up choosing yet. [SEP] Also, W8.1 apparently has regular calc, but also an appified version (as default) for added confusion and frustration.*sigh* [SEP] Definitely gonna give it a try. Seems to be the most feature rich one, and I love the price of free.",25-34
"Right now? I don't really know. There's no way to disable the metro bit (outside of 3rd party (cont) [SEP] Pix or it didn't happen. (Or linx) [SEP] Maybe they're taking the adage ""all publicity is good publicity"" a tad too literal? [SEP] Heh. I like how they call Forbes 'unprofessional'. It's only a century old business magazine, after all. [SEP] Well, #Dota2TI4 championship final was a bit of a letdown... Very one-sided, almost like the Brazil  #FIFA2014 matches earlier this month.",25-34
"How come NL/EU prices for businesses are so skewed? I almost understand $140 -> €140 But there's no way $400 should -> €540($727) [SEP] Statistics! Colors! Games! Graphs! Numbers! Info! Money! Jerbs! Exclamation Marks!  #gamedev [SEP] Ooh. Freddie Mercury! I loved his music in Neverending Story as well. But why is that Spiderman quote in there? [SEP] Your bundle currently costs. ?€ I thought that was funny. [SEP] Remember when you mentioned RU-UA-EU war? It's already happening on kickstarter, according to Areal!",25-34
"This is a good looking kickstarter!  Love the vid and the header gifs. (oh and the game itself looks interesting too) [SEP] I wouldn't hurt the proverbial fly, but those damn mosquitos... Just killed at least two dozen of the bitey fuckers. [SEP] With you being you, I'm not sure if that's ASAP or never. [SEP] How come art software always has such a shitty GUI? I'd assume that designers would understand/appreciate usability. [SEP] Will this work with the regular PC forum accounts or do we have to make new ones? Would be handy to have that integrated.",25-34
"Gotta be honest here, these sprites feel kind of blurry and lacking detail. A downside of 3d, or maybe a render/filter issue? [SEP] Can hardly wait for PC version X. What I've gathered there are a bunch of small visual tweaks and a lot of under-the-hood work. [SEP] Yeah I know they're 2x. I scaled the image down to 50% first to check my gut. Does ingame have normals or something? [SEP] I just finished my last game for the day, this should be a nice way to unwind. [SEP] It really depends on the quality of the stuff, much like chocolate. Often I find they add too much powder, too.",25-34
"I... Uh... what? Dafuq? [SEP] Don't worry. You will be surgeried by only the most pro of fessionals. [SEP] How are the podcasts rubbish? Only thing edited for (the YT version of) that are the commercials, right? [SEP] I get the removal of streamed 'regular' music, I do. But background music from games? And beyond that, do you think that (1/2) [SEP] it should apply to games in general? (textures+models+etc=©, too) You generally say that streaming is a transformative art.",25-34
"Technically, this is a mobile game. And I'm not sure I would call this 'playing'. [SEP] Yup, salticidae are definitely the bestest, coolest and most awesomest spiders. [SEP] No. You'd be wasting far too much time debugging variables, when such a simple command is all you need. [SEP] Ooh. Sanchez. I strongly approve of this. [SEP] I'm in that camp. Everyone* has a smartphone now, which makes it a true -personal- computer.",25-34
"The biggest problem with round robin is a lack of focus. Sports thrive on spectators. (semi)Finals get more views. [SEP] Says it right there ""? The Jester Race A song by In Flames"" [SEP] Given that you regularly do long takes, though, this one felt ""slighly off"". (j/k well done Zooc) [SEP] Lamb allergy is a pretty lame allergy. [SEP] I think you're mixing up Gone Home and Dear Esther. Not many people argued Gone Home wasn't a game, just not a GOOD one.",25-34
"I think you should do a combination. Good projects deserve love, but also one/sporadic supercut of bad to keep people warned. [SEP] It might work to have a few bad trailers at the start of each vid? Nope, nope, nope, this looks decent. [SEP] Hurrah! You didn't call it the A/S/L challenge. +1 for knowing the actual charity's name. [SEP] Heck, look at people lighting up torches and pitchforks after spending just a few hundred dollars on a gaming box... [SEP] AND DOLLA DOLLA BILLS YO. (also my shirt)",25-34
"seems kind of relevant in this case too. From several perspectives. [SEP] You're right on the first account. Many would argue about the 2nd; the nature of  debates is divisive. [SEP] What's the crest for that? [SEP] That actually seems interesting data, yeah. I wonder if there's some kind of metrics script for that. [SEP] Using your phone can be dangerous even if you're not driving. Sorry mr snail...",25-34
"Liking youtubers isn't a problem either. Which leaves ""harassing"" as the only issue. [SEP] Threat? Or... treat? [SEP] Simple yet clear marking of gluten/lactose/vegetarian/etc foods. Good on you, Germany. [SEP] I know, right. You're actually complain about framerates and texture quality most of the time. [SEP] For me, personally, it's like a TV show. I can relax to it because it's more passive than articles, yet is not supershort.",25-34
"Quite an innovative new 'exclusive' system; just exclude yourself from a lot of games.Wonder where this will go? [SEP] You mean ""asshole"" culture, within the gaming and internet audience, right? I'm pretty sure that's what you mean. [SEP] Should the flooding work that way? Don't you need 2 holes; one for water in, one for air out? [SEP] Dual monocles and tophat for maximum gentlemanliness. [SEP] Jim, try Monster Rehab. It's not nearly as sugary as regular (about 25%) but it doesn't taste like deat-... I mean sweeteners.",25-34
"Unless your licence gets voided, in which case you pay €35 AND €70. Personally, I just wait for price drops. [SEP] And what if it gets voided before you managed to install/play? [SEP] It was a hypothetical. Hence why he says ""at your own risk"". It might work fine, it might cost you. [SEP] Definitely think that you do 3 can stop early. A game has max 20 minutes, if it impresses you sooner, good on it. [SEP] Ooh, this is pretty. Any info on how it's done? Looks like uprezzed render, sure, but any special texture approach?",25-34
"What, you're able to not hate someone you disagree with? Is this some kind of magic? Are you a wizerds? [SEP] It is rather uncanny... [SEP] Just binge-read the entirety of 's comic. It's gooood. [SEP] With 300+ employees, they're well past the 'Dunbar number'; a group of ~150 is what our human brains can manage. [SEP] Didn't know I, a European, could send emails about net neutrality to US Gov. EUROPEANS UNITE!",25-34
"I've always likened Dear Esther to a book or movie. You can press play/pause, but you don't really have any agency. [SEP] Personally, I'd love physical media as an option, if it were JUST that. But most games nowadays are just a DVD + steam code. [SEP] Next bundle? [SEP] you have your own NPC and you're giving out games? CONSPIRACYYY!!!! [SEP] He's an author at Destructoid. He IS games media.  Conrad, thanks for making the distinction.",25-34
Best of #YouTube 2013  #djEarworm [SEP] Sbam! Motorola + Google = #branding Excellent use of print adv. [SEP] Finally. [SEP] Never say NO to yourself. And nothing will ever be the same.  #staytuned [SEP] In the beginning there was the stone.  #LEGO,18-24
"Le magie del WebGL: cambia la faccia! (works best on Google Chrome!)  #facesubstitution [SEP] #Marketing, #Telemarketing, #PR, #Advertising, #Design... or #Branding? Learn it! [SEP] What a project! Go Masterbranders! :) [SEP] Well done, #Audi. This is an excellent demonstration of how some brands continuously listen to what happen around... [SEP] Well done, #Audi (fan). If you are following Sochi 2014, and you know what's happened during its opening...",18-24
"Well done, #Audi (fan). If you are following Sochi 2014, and you know what's happened during its opening... [SEP] Challenge accepted!  #100happydays [SEP] #LEGO: what else? [SEP] This is the brand new #GalaxyS5... but, really Samsung? ""new""? Design is horrible and specifics bring no innovation. [SEP] Day 8 - #100HappyDays  Elena & Tato  IED Masterbrand",18-24
"Can I say it? WANT! But only if it's going to work with all the Android fleet.  #Samsung #GearFit [SEP] Tribal Friday  VML! [SEP] Day 12 - #100HappyDays  Probably one of the best thing in life: #goodmorning #coffe with #love [SEP] #Fastweb is back! — fortunato [SEP] hahaha poor Di Caprio! still looking for... BuzzFeed, you just surpassed yourself!",18-24
"Day 16 - #100HappyDays  When your good friend Giulio shows you #Australia, the place where he's living in, and... [SEP] Day 17 - #100HappyDays  Today I'm feeling like this one: full of colors, with invisible rain under a beautiful... [SEP] Well done, Subaru (azienda)! Great #branding idea.  (but your name on Facebook... what about social media... [SEP] Can #marketing be cruel?  Either you believe it or not, this is a case where your heart will be literally... [SEP] Day 20 - #100HappyDays  What about a perfectly cleaned car in this dirty #Milan?",18-24
"Day 21 - #100HappyDays  Trying the #thesis! [SEP] Day 22 - #100HappyDays  Be who you love to be. [SEP] Day 23 - #100HappyDays  Do what you like to do. You'll WIN! [SEP] Proud to be Masterbrander.  #blog #IED #Masterbrand [SEP] Day 24 - #100HappyDays  Good luck, our friends!",18-24
"Day 29 - #100HappyDays  Just the #sun [SEP] Day 30 - #100HappyDays  A jump into nature and relax! [SEP] Day 33 - #100HappyDays  Welcome back, sweetie! And welcome home giant-slurpy-Milka!! [SEP] Day 33 - #100HappyDays  Welcome back, sweetie! And welcome home giant-slurpy-Milka!! [SEP] Day 32 - #100HappyDays  Justin another (awesome) working day.",18-24
Day 34 - #100HappyDays  Be happy! All together (: [SEP] Day 38 - #100HappyDays   ...100 cum laude! Graduation day! Congratulations my love! [SEP] 28.03.2014 > Selfie day! Proud to give you #miselfie [SEP] Excellent short film. [SEP] Day 40 - #100HappyDays  Traveling by train.,18-24
"Gotta catch them all! Gabriele 1 Google 0. [SEP] Day 43 - #100HappyDays  Let's restart swimming! #sportylife [SEP] Day 44 - #100HappyDays  I'm so happy any photos could explain it. [SEP] Day 50 - #100HappyDays  Special homages. [SEP] ""It's all about trust.""",18-24
"Day 51 - #100HappyDays  Around Milan: we don't know where, but it seems to be beautiful. [SEP] Day 53 - #100HappyDays  Skiing on #Monterosa, from Gressoney to Hotel Orestes Hütte without lifts but by skis. [SEP] Day 54 - #100HappyDays  Goodbye Monte Rosa! [SEP] Day 22 - #100HappyDays  Be who you love to be. [SEP] Day 61 - #100HappyDays  Let's Winter again!",18-24
"Day 67 - #100HappyDays  A bit of creativity and you're done! #IKEAhacking [SEP] Smash your phone! [SEP] Smash your phone! [SEP] Day 69 - #100HappyDays  Rain, wind, low lights: just going back home. [SEP] impossible to forget it!",18-24
"Day 73 - #100HappyDays  ""One sense plus another sense equals not two, but five"". That's #branding!  (from the... [SEP] Day 82 - Twist & Shout! [SEP] Day 85 - Twist & Shout baby!  #100HappyDays Con FiorelLa [SEP] ...let's talk about it! IED Masterbrand  Deborah Milano  3rd place for YouTube subscribers Pomellato  1st place... [SEP] Download the top 500 free fonts at  via",18-24
"Well done Honda, but you should have told us the results of the campaign, not only that you are applying an - at... [SEP] Day 86 - C'mon, let's play this game!  #100HappyDays on the #tennis court. [SEP] Day 89 - #100HappyDays  Perché era giusto ricordare dov'eravamo ieri. «Look at the past, taste the future!» [SEP] Pornhub: brilliant campaign. [SEP] Listen up... #MrJamesWolf is coming! Smart as a fox, sweet as a piece of chocolate, problem solver by its nature.",18-24
"""Imagine"", by #LEGO [SEP] Why Your Last Brainstorming Session Was a Total Fail [SEP] Day 99 - «Decision Day» #100HappyDays [SEP] Do what really matters for you. [SEP] 11 Steps to a perfect logo",18-24
"This is Masterbrand. [SEP] Well done #Skype, well done. ""The Story Behind One of the Most Beautiful Real Moments in Advertising"" [SEP] «How Animals Eat Their Food» #LOL [SEP] #reenergizing — at Arnold Coffee [SEP] If someone is interested in. #job #jobopening #India #AUDI",18-24
Jumping Into The Lake. [SEP] Just another beautiful Italian place. [SEP] Rolling Balls [SEP] Here we go! — felicissimo presso New York [SEP] Live video from our special event will be right here. And so will a whole lot more.,18-24
"Have you thought it was a mistake? #nope, it was done on purpose. That's why! [SEP] Your mind can change your body. Your body can change your mind. It's all about your body shape. [SEP] First tweet, first reply! #welcomeOnTwitter :) [SEP] Don't be #shy. Beautiful short movie. [SEP] Quechua: Human Story.  In one word: astonishing.  A #journey at the heart of the Alps, near to the Mont-Blanc,...",18-24
"#WANT! Fitbit Surge 7 giorni di batteria, GPS tracking, heart-rate continuo, modalità multi-sport, sync bluetooth... [SEP] Things [SEP] #Iceland from the sky. Quite #awesome. [SEP] That's it: #POPDANTOLOGY2014! [SEP] Want to be happy? Slow down",18-24
"I just liked ""Untitled by INFLUX"" on Vimeo: [SEP] I just liked ""Landscape Astrophotography Tutorial - First Night Out"" on Vimeo: [SEP] down. Bella mossa Microsoft. [SEP] Italy > Tuscany > Prato: Skype here connects and disconnects me continuously. [SEP] I liked a  video  I don't have a title for this",18-24
"Top 7 successful weekend habits: My favorite? Socializing! #EnjoyWE [SEP] “: Always treat your employees exactly as you want them to treat your best customers. – Stephen R. Covey” [SEP] Glad to have you with us,! Welcome to the AMS-Crowd! cc [SEP] “: The 7 things successful people never say  #success #leadership #entrepreneur [SEP] Thanks, Peter!",25-34
"KAURI & Business & Society Belgium join forces and create a new organization to realize more impact  #duurzaam [SEP] The Future #Leadership Initiative #TFLI within +- 5 years ????  #dreambig Congratz, [SEP] “: Oxford & Cambridge  illustrating the symbiotic relationship of universities & their towns [SEP] 23/04/2015 - SAVE THE DATE!  #duurzaamHR 'Back to the future of HRM'  Antwerp Management School [SEP] 23/04/2015 - SAVE THE DATE!  #duurzaamHR 'Back to the future of HRM': Viering 20 jaar Master HRM #MHRM   #hnwams",25-34
"23/04/2015 - SAVE THE DATE!  #duurzaamHR 'Back to the future of HRM': Viering 20 jaar Master HRM. #MHRM   #hnwams [SEP] “: #try out fase: #fablab+ #antwerpen  Nice  - is dit 'em?!.. [SEP] “: Organizational Structures of #Amazon, #Google, #FB, #Microsoft, #Apple and #Oracle  Interesting.. [SEP] Big shout out to all those great dads out there! Übercute! [SEP] My take-away for today: 'Don't judge a book by its cover; don't judge a person by his background, religion, looks.'",25-34
"Today Is 'Blue Monday'. Scientifically proven to be the most depressing day of the year. Send us your pics to prove it is not! #BlueMonday [SEP] Is it your job as a leader to know what is happening? Or is it even more important to let go and have trust? #leader… [SEP] With ALL these meetings you have planned  a Digital vacation sound like a plan indeed, ! ;-) enjoy the Digital Detox! [SEP] 09-10/03/2015:  &  organize 'No Pants Festival' on 'The Future of Work' #hnwams #duurzaamHR [SEP] LOL with the colleagues. Chinese colleagues introducing us to Chinese bar games.. Awkward. But fun!",25-34
"you have no idea! What a weird evening! ???? [SEP] #EnjoyWE: 'Imagination takes you anywhere'. #creativity #happiness #freedom [SEP] “: How #TOEFL Tests Your Speaking Skills  #highereducation #bSchool” [SEP] “: What will the future of #education look like?  #wef15  #mustread [SEP] “: 5 things companies must do to be sustainable, according to :  #csr",25-34
Organizations’s future success depends on identifying and developing the next generation of its leaders.  #leadership [SEP] What kind of leader do you want to be? #leadership via [SEP] Nog een culturele aanrader: theater Ultima Thule met 'Nerf'  cc  ???? [SEP] “: 12 books every leader should read  #leadership #work  They only forgot #19thoughts #TFLI [SEP] “: 5 ways to be more effective when you're working from home,25-34
"left wondering if caffeine shots can be injected or not #tired [SEP] thanks,  ! [SEP] so, did you try the recipe? did you sleep? [SEP] to mcflurry or not to mcflurry, is that even a question? [SEP] congratulations! :)",25-34
"hints for baby names [SEP] looking at probably the worst slides ever (shadows, color shifting, etc.) [SEP] just heard someone say 'optical character erection' instead of 'optical character recognition correction' #freudianslip [SEP] colleagues commenting on me: 'you look frustrated', 'are you still ill?' #nice [SEP] that's super, thx!",25-34
is able to smell again - yes! - but it's the sperm trees - no! [SEP] allowed! [SEP] iced chocolate! [SEP] loves how a nice piece of music can always save the day [SEP] I liked a  video  Foo Fighters - Rope,25-34
"I liked a  video  Foo Fighters - Bridge Burning (Live on Letterman) [SEP] unfortunately not, but I will be at CLEF and PAN in September, you too? [SEP] very insightful! -- More (Mis)Management [SEP] it took me some time to figure out who you were :) [SEP] seems like a tough competitor! but 1500 dollar will be enough to buy a nice espresso machine, right?",25-34
"great, if you happen to see him again, send him my regards [SEP] I sure missed your signature sneeze this week :) [SEP] good to have you back in Belgium! [SEP] chaired the lab meeting today! #weehee [SEP] CLEF 2011 has its own social network :-)",25-34
check out  for an answer! [SEP] a full hour for a *bit* of code -- you've got some dense programming action going on! [SEP] is on Google+ ! [SEP] you still did not receive my invite? [SEP] I liked a  video  Somebody To Love Me (Uncensored),25-34
"Ten reasons why conference paper should be abolished: [SEP] Support #Norway, add a #twibbon now! -  - Create one here - [SEP] working hard on the 2011 Medical NLP Challenge #i2b2 [SEP] thanks to the smooth collaboration with you! #i2b2 [SEP] same here: very tired!",25-34
!!! : Honestly 80 percent of us haven't gotten our PVCs. Shhhh” [SEP] A nightmare dressed in daydream ???? [SEP] ???????? : “: Seriously craving waina/masa ????” and I alkubus ????” [SEP] Yup : Blank space ? : A nightmare dressed in daydream ????” [SEP] Hahahaha ???? : Yaay!... i always know there's something about Pizza ????....  : A slice of pizza can effectively,25-34
Hahaha : You sabi good thing : Yup : Blank space ? : A nightmare dressed in daydream ????” [SEP] Tell me tell me something I don't know ???? [SEP] Na'am : Fido!  Hahaha : You sabi good thing : Yup : Blank space ? : A nightmare dressed i [SEP] Lol ok : Ronaldo is beta than messi ” [SEP] Lmao : Lmao... twitter sha... : Ronaldo is beta than messi ”,25-34
"Hehehe : "": Lol ok : Ronaldo is beta than messi ”"" Must be coming from a GEJ fan...” [SEP] A consistency someone can cling to. [SEP] The delicious rush of joy... [SEP] Here, lol : Where ? : The delicious rush of joy...” [SEP] The magic is here..",25-34
